OrderID,OrderDate,ProductID,Quantity,Sales,DeliveryDate,Warehouse
ORD-00051,2023-07-13,PROD-067,6,11382.0,2023-07-14,Cairo Main
ORD-00052,2023-10-12,PROD-053,4,12433.6,2023-10-16,Dubai Hub
ORD-00053,2024-01-11,PROD-188,6,15566.7,2024-01-18,Cairo Main
ORD-00054,2023-08-20,PROD-061,4,9823.0,2023-08-26,Alexandria Depot
ORD-00055,2023-04-29,PROD-075,2,3582.0,2023-05-08,Alexandria Depot
ORD-00056,2023-09-01,PROD-012,7,22895.95,2023-09-04,Alexandria Depot
ORD-00057,2024-11-25,PROD-042,9,7263.0,2024-11-30,Cairo Main
ORD-00058,2023-09-22,PROD-128,5,6595.0,2023-09-29,Alexandria Depot
ORD-00059,2024-01-11,PROD-176,4,12592.8,2024-01-12,Alexandria Depot
ORD-00060,2024-04-13,PROD-085,7,13368.6,2024-04-22,Cairo Main
ORD-00061,2023-04-09,PROD-199,5,16544.25,2023-04-18,Dubai Hub
ORD-00062,2024-08-27,PROD-193,8,18248.0,2024-08-30,Dubai Hub
ORD-00063,2024-10-19,PROD-175,2,6244.0,2024-10-27,Alexandria Depot
ORD-00064,2023-06-07,PROD-023,4,11512.0,2023-06-09,Alexandria Depot
ORD-00065,2023-03-18,PROD-043,4,10376.0,2023-03-22,Dubai Hub
ORD-00066,2024-01-30,PROD-069,7,14952.0,2024-02-06,Alexandria Depot
ORD-00067,2023-10-08,PROD-040,1,184.0,2023-10-17,Dubai Hub
ORD-00068,2024-10-27,PROD-056,3,9633.0,2024-10-31,Alexandria Depot
ORD-00069,2023-07-31,PROD-069,8,15379.2,2023-08-01,Alexandria Depot
ORD-00070,2024-12-29,PROD-066,4,13964.0,2025-01-05,Alexandria Depot
ORD-00071,2024-10-11,PROD-166,9,22347.0,2024-10-14,Cairo Main
ORD-00072,2024-09-20,PROD-070,1,859.0,2024-09-29,Dubai Hub
ORD-00073,2024-08-11,PROD-081,5,11545.0,2024-08-20,Cairo Main
ORD-00074,2024-11-02,PROD-133,1,1268.0,2024-11-04,Alexandria Depot
ORD-00075,2023-12-21,PROD-078,2,1974.0,2023-12-28,Dubai Hub
ORD-00076,2024-07-19,PROD-060,2,4326.3,2024-07-27,Cairo Main
ORD-00077,2023-10-08,PROD-047,6,9396.0,2023-10-09,Dubai Hub
ORD-00078,2024-04-16,PROD-092,6,2348.4,2024-04-21,Alexandria Depot
ORD-00079,2024-10-30,PROD-076,9,19053.0,2024-11-07,Alexandria Depot
ORD-00080,2024-11-05,PROD-097,3,8109.0,2024-11-07,Alexandria Depot
ORD-00081,2024-07-17,PROD-040,2,349.6,2024-07-18,Cairo Main
ORD-00082,2023-04-26,PROD-024,3,6996.0,2023-04-30,Alexandria Depot
ORD-00083,2024-05-11,PROD-018,4,12300.0,2024-05-12,Alexandria Depot
ORD-00084,2024-09-27,PROD-122,6,9358.5,2024-10-02,Dubai Hub
ORD-00085,2023-08-01,PROD-075,8,14328.0,2023-08-09,Alexandria Depot
ORD-00086,2023-06-25,PROD-083,3,3930.15,2023-07-03,Cairo Main
ORD-00087,2023-09-20,PROD-196,9,28503.0,2023-09-29,Dubai Hub
ORD-00088,2024-12-11,PROD-190,5,2997.0,2024-12-16,Alexandria Depot
ORD-00089,2023-03-26,PROD-007,8,12427.2,2023-04-03,Cairo Main
ORD-00090,2024-07-18,PROD-015,5,10540.25,2024-07-23,Dubai Hub
ORD-00091,2023-12-03,PROD-112,8,7312.0,2023-12-10,Alexandria Depot
ORD-00092,2024-08-02,PROD-079,2,474.3,2024-08-10,Cairo Main
ORD-00093,2023-06-22,PROD-194,7,14576.8,2023-06-30,Dubai Hub
ORD-00094,2024-09-16,PROD-105,2,2595.9,2024-09-18,Alexandria Depot
ORD-00095,2024-11-27,PROD-164,7,18659.2,2024-11-28,Cairo Main
ORD-00096,2023-10-01,PROD-059,9,26028.0,2023-10-09,Alexandria Depot
ORD-00097,2024-10-17,PROD-071,5,17225.0,2024-10-26,Dubai Hub
ORD-00098,2024-08-29,PROD-029,3,1632.0,2024-09-05,Alexandria Depot
ORD-00099,2024-07-13,PROD-153,9,3708.0,2024-07-21,Cairo Main
ORD-00100,2023-03-22,PROD-183,2,5224.0,2023-03-31,Alexandria Depot
ORD-00101,2024-10-30,PROD-021,6,11712.0,2024-11-03,Cairo Main
ORD-00102,2023-08-21,PROD-177,6,14790.0,2023-08-24,Dubai Hub
ORD-00103,2023-09-30,PROD-012,5,17215.0,2023-10-04,Alexandria Depot
ORD-00104,2024-06-21,PROD-008,8,12168.0,2024-06-24,Alexandria Depot
ORD-00105,2024-08-13,PROD-085,6,12732.0,2024-08-15,Cairo Main
ORD-00106,2024-11-01,PROD-169,3,3645.15,2024-11-02,Dubai Hub
ORD-00107,2024-02-28,PROD-024,5,11660.0,2024-03-03,Alexandria Depot
ORD-00108,2024-07-14,PROD-164,3,8937.6,2024-07-19,Cairo Main
ORD-00109,2024-11-19,PROD-002,2,2180.0,2024-11-27,Cairo Main
ORD-00110,2023-07-11,PROD-157,1,2196.4,2023-07-18,Cairo Main
ORD-00111,2023-06-22,PROD-013,9,18686.7,2023-06-28,Alexandria Depot
ORD-00112,2024-11-10,PROD-089,8,22670.8,2024-11-16,Dubai Hub
ORD-00113,2023-05-05,PROD-007,2,3279.4,2023-05-10,Dubai Hub
ORD-00114,2023-09-15,PROD-040,8,1398.4,2023-09-19,Alexandria Depot
ORD-00115,2024-11-23,PROD-059,5,13737.0,2024-12-01,Dubai Hub
ORD-00116,2024-12-19,PROD-186,2,5770.0,2024-12-27,Alexandria Depot
ORD-00117,2023-02-24,PROD-100,9,3103.65,2023-02-27,Cairo Main
ORD-00118,2023-06-01,PROD-139,2,4004.0,2023-06-09,Cairo Main
ORD-00119,2024-10-29,PROD-157,5,10982.0,2024-11-03,Alexandria Depot
ORD-00120,2024-02-28,PROD-017,2,1270.0,2024-02-29,Alexandria Depot
ORD-00121,2024-04-08,PROD-141,9,17640.9,2024-04-16,Cairo Main
ORD-00122,2024-09-22,PROD-009,7,23149.0,2024-09-29,Cairo Main
ORD-00123,2023-07-13,PROD-170,6,1260.0,2023-07-20,Cairo Main
ORD-00124,2023-09-23,PROD-137,7,11690.0,2023-09-28,Dubai Hub
ORD-00125,2023-09-10,PROD-021,7,13664.0,2023-09-15,Dubai Hub
ORD-00126,2023-01-03,PROD-078,8,7896.0,2023-01-10,Alexandria Depot
ORD-00127,2023-09-05,PROD-155,8,12787.2,2023-09-14,Alexandria Depot
ORD-00128,2024-10-12,PROD-055,4,7102.2,2024-10-13,Alexandria Depot
ORD-00129,2024-09-14,PROD-035,9,29340.0,2024-09-22,Cairo Main
ORD-00130,2024-10-26,PROD-168,6,2946.9,2024-11-04,Alexandria Depot
ORD-00131,2023-05-17,PROD-089,5,14915.0,2023-05-24,Cairo Main
ORD-00132,2024-12-01,PROD-012,3,10329.0,2024-12-03,Alexandria Depot
ORD-00133,2023-07-30,PROD-200,4,13900.0,2023-08-04,Cairo Main
ORD-00134,2023-08-29,PROD-157,3,6936.0,2023-09-02,Dubai Hub
ORD-00135,2023-07-06,PROD-133,7,8876.0,2023-07-13,Cairo Main
ORD-00136,2024-08-28,PROD-188,7,19117.0,2024-08-31,Cairo Main
ORD-00137,2024-10-02,PROD-147,9,2052.0,2024-10-10,Dubai Hub
ORD-00138,2024-02-11,PROD-163,7,21161.0,2024-02-16,Alexandria Depot
ORD-00139,2024-10-02,PROD-046,3,3084.0,2024-10-08,Dubai Hub
ORD-00140,2024-06-06,PROD-174,7,3803.8,2024-06-10,Cairo Main
ORD-00141,2024-12-20,PROD-173,1,2077.4,2024-12-27,Alexandria Depot
ORD-00142,2024-06-24,PROD-039,6,6614.7,2024-07-03,Alexandria Depot
ORD-00143,2023-04-13,PROD-169,8,8697.2,2023-04-17,Alexandria Depot
ORD-00144,2024-06-02,PROD-111,6,12156.0,2024-06-08,Cairo Main
ORD-00145,2023-06-15,PROD-111,5,10130.0,2023-06-21,Alexandria Depot
ORD-00146,2023-01-04,PROD-089,7,19836.95,2023-01-05,Alexandria Depot
ORD-00147,2023-09-23,PROD-018,6,17527.5,2023-10-02,Dubai Hub
ORD-00148,2024-07-19,PROD-187,7,12976.95,2024-07-21,Dubai Hub
ORD-00149,2023-09-09,PROD-087,7,24150.0,2023-09-10,Alexandria Depot
ORD-00150,2023-09-05,PROD-158,9,19844.1,2023-09-10,Alexandria Depot
ORD-00151,2024-04-16,PROD-065,3,7263.0,2024-04-18,Dubai Hub
ORD-00152,2024-05-13,PROD-105,9,13743.0,2024-05-18,Dubai Hub
ORD-00153,2023-09-23,PROD-169,5,6075.25,2023-09-24,Alexandria Depot
ORD-00154,2023-08-24,PROD-055,4,7102.2,2023-08-31,Cairo Main
ORD-00155,2024-09-19,PROD-187,8,17448.0,2024-09-23,Cairo Main
ORD-00156,2024-07-06,PROD-045,1,2206.0,2024-07-14,Dubai Hub
ORD-00157,2023-07-03,PROD-084,9,26145.0,2023-07-11,Cairo Main
ORD-00158,2024-04-25,PROD-067,4,6449.8,2024-05-02,Cairo Main
ORD-00159,2024-06-15,PROD-017,7,4445.0,2024-06-16,Cairo Main
ORD-00160,2023-12-08,PROD-091,6,18133.2,2023-12-11,Cairo Main
ORD-00161,2023-01-16,PROD-082,2,6866.0,2023-01-22,Cairo Main
ORD-00162,2023-04-08,PROD-020,2,1042.0,2023-04-14,Alexandria Depot
ORD-00163,2024-05-29,PROD-151,9,7065.0,2024-06-04,Alexandria Depot
ORD-00164,2023-12-08,PROD-192,3,8413.2,2023-12-10,Cairo Main
ORD-00165,2024-09-05,PROD-136,3,4014.9,2024-09-13,Dubai Hub
ORD-00166,2024-07-23,PROD-103,4,1800.0,2024-07-26,Cairo Main
ORD-00167,2024-12-01,PROD-193,5,11405.0,2024-12-06,Dubai Hub
ORD-00168,2024-09-09,PROD-118,5,14515.0,2024-09-18,Cairo Main
ORD-00169,2024-11-10,PROD-060,4,9108.0,2024-11-17,Alexandria Depot
ORD-00170,2024-08-19,PROD-007,8,13808.0,2024-08-28,Alexandria Depot
ORD-00171,2024-01-22,PROD-132,7,12754.7,2024-01-26,Dubai Hub
ORD-00172,2024-06-28,PROD-156,7,12586.0,2024-06-29,Dubai Hub
ORD-00173,2024-02-27,PROD-019,9,25879.5,2024-03-01,Dubai Hub
ORD-00174,2024-03-01,PROD-134,7,17731.0,2024-03-06,Cairo Main
ORD-00175,2023-08-08,PROD-122,5,9175.0,2023-08-09,Cairo Main
ORD-00176,2023-10-11,PROD-026,3,3534.3,2023-10-18,Dubai Hub
ORD-00177,2023-08-11,PROD-040,8,1472.0,2023-08-12,Dubai Hub
ORD-00178,2024-11-22,PROD-118,5,13789.25,2024-11-30,Dubai Hub
ORD-00179,2023-12-03,PROD-147,2,480.0,2023-12-10,Alexandria Depot
ORD-00180,2023-03-19,PROD-093,2,1010.0,2023-03-21,Cairo Main
ORD-00181,2023-06-13,PROD-149,1,682.0,2023-06-20,Dubai Hub
ORD-00182,2023-08-13,PROD-005,1,1015.55,2023-08-19,Alexandria Depot
ORD-00183,2023-10-04,PROD-145,4,824.0,2023-10-11,Dubai Hub
ORD-00184,2023-02-06,PROD-166,5,11794.25,2023-02-07,Alexandria Depot
ORD-00185,2023-12-28,PROD-062,9,30465.0,2024-01-04,Dubai Hub
ORD-00186,2024-04-01,PROD-116,7,17318.0,2024-04-10,Alexandria Depot
ORD-00187,2024-06-13,PROD-168,9,4653.0,2024-06-21,Alexandria Depot
ORD-00188,2023-07-16,PROD-007,1,1726.0,2023-07-23,Alexandria Depot
ORD-00189,2023-03-17,PROD-155,6,10123.2,2023-03-19,Cairo Main
ORD-00190,2024-09-15,PROD-118,1,2612.7,2024-09-22,Cairo Main
ORD-00191,2023-11-08,PROD-159,3,1380.0,2023-11-10,Alexandria Depot
ORD-00192,2024-05-28,PROD-098,3,9969.0,2024-06-01,Cairo Main
ORD-00193,2023-09-29,PROD-190,2,1332.0,2023-09-30,Dubai Hub
ORD-00194,2024-11-06,PROD-026,9,11781.0,2024-11-09,Cairo Main
ORD-00195,2023-04-09,PROD-198,4,5508.0,2023-04-14,Dubai Hub
ORD-00196,2023-03-25,PROD-031,5,17255.0,2023-03-31,Alexandria Depot
ORD-00197,2023-10-17,PROD-012,6,19625.1,2023-10-20,Dubai Hub
ORD-00198,2023-04-08,PROD-143,8,25422.0,2023-04-11,Dubai Hub
ORD-00199,2024-06-15,PROD-058,8,26000.0,2024-06-21,Dubai Hub
ORD-00200,2024-08-10,PROD-129,8,10624.0,2024-08-19,Cairo Main
ORD-00201,2023-08-25,PROD-190,5,3330.0,2023-08-27,Dubai Hub
ORD-00202,2024-01-06,PROD-059,7,18219.6,2024-01-08,Dubai Hub
ORD-00203,2023-05-31,PROD-037,3,6083.1,2023-06-07,Cairo Main
ORD-00204,2023-10-16,PROD-006,3,1281.0,2023-10-20,Alexandria Depot
ORD-00205,2024-10-08,PROD-024,5,11660.0,2024-10-09,Dubai Hub
ORD-00206,2023-02-20,PROD-047,1,1566.0,2023-02-26,Dubai Hub
ORD-00207,2024-11-15,PROD-192,7,20664.0,2024-11-24,Cairo Main
ORD-00208,2024-03-27,PROD-122,6,11010.0,2024-04-02,Alexandria Depot
ORD-00209,2023-02-17,PROD-036,9,17838.0,2023-02-23,Dubai Hub
ORD-00210,2024-09-17,PROD-083,5,6895.0,2024-09-21,Alexandria Depot
ORD-00211,2024-01-18,PROD-056,1,2889.9,2024-01-19,Dubai Hub
ORD-00212,2023-03-20,PROD-082,8,27464.0,2023-03-27,Alexandria Depot
ORD-00213,2023-11-27,PROD-080,6,11223.3,2023-12-01,Dubai Hub
ORD-00214,2023-11-21,PROD-017,1,539.75,2023-11-30,Cairo Main
ORD-00215,2023-07-11,PROD-011,9,7839.0,2023-07-15,Cairo Main
ORD-00216,2023-12-26,PROD-004,5,1675.0,2024-01-04,Cairo Main
ORD-00217,2023-02-13,PROD-122,2,3670.0,2023-02-14,Cairo Main
ORD-00218,2024-06-16,PROD-080,1,1969.0,2024-06-20,Alexandria Depot
ORD-00219,2023-08-05,PROD-137,6,10020.0,2023-08-07,Alexandria Depot
ORD-00220,2024-12-04,PROD-074,3,9507.6,2024-12-10,Alexandria Depot
ORD-00221,2023-02-25,PROD-109,1,553.0,2023-03-06,Alexandria Depot
ORD-00222,2023-01-11,PROD-167,6,16014.0,2023-01-13,Cairo Main
ORD-00223,2023-12-23,PROD-067,6,11382.0,2023-12-25,Dubai Hub
ORD-00224,2024-04-23,PROD-084,4,11620.0,2024-04-24,Alexandria Depot
ORD-00225,2024-07-22,PROD-081,6,13854.0,2024-07-31,Dubai Hub
ORD-00226,2023-04-15,PROD-110,1,991.0,2023-04-16,Cairo Main
ORD-00227,2024-12-26,PROD-175,5,15610.0,2024-12-28,Alexandria Depot
ORD-00228,2024-08-15,PROD-028,5,2715.0,2024-08-20,Alexandria Depot
ORD-00229,2024-09-12,PROD-129,6,7968.0,2024-09-19,Alexandria Depot
ORD-00230,2024-07-03,PROD-036,5,9910.0,2024-07-12,Dubai Hub
ORD-00231,2024-09-23,PROD-097,1,2703.0,2024-09-24,Cairo Main
ORD-00232,2024-10-29,PROD-050,3,1158.0,2024-11-06,Dubai Hub
ORD-00233,2023-01-07,PROD-085,7,14111.3,2023-01-08,Cairo Main
ORD-00234,2024-10-03,PROD-077,5,12360.0,2024-10-12,Dubai Hub
ORD-00235,2023-02-13,PROD-167,7,17748.85,2023-02-15,Alexandria Depot
ORD-00236,2023-07-13,PROD-128,6,7122.6,2023-07-16,Alexandria Depot
ORD-00237,2024-10-23,PROD-128,2,2638.0,2024-10-27,Alexandria Depot
ORD-00238,2023-09-05,PROD-178,2,925.3,2023-09-08,Alexandria Depot
ORD-00239,2024-09-01,PROD-151,3,2355.0,2024-09-03,Cairo Main
ORD-00240,2023-02-06,PROD-181,1,762.0,2023-02-11,Dubai Hub
ORD-00241,2023-11-09,PROD-134,2,5066.0,2023-11-11,Cairo Main
ORD-00242,2024-10-12,PROD-138,2,3507.4,2024-10-14,Dubai Hub
ORD-00243,2024-07-26,PROD-016,3,9105.0,2024-08-03,Cairo Main
ORD-00244,2024-10-15,PROD-022,7,9429.0,2024-10-17,Alexandria Depot
ORD-00245,2024-08-06,PROD-066,1,3491.0,2024-08-14,Alexandria Depot
ORD-00246,2024-08-15,PROD-170,4,798.0,2024-08-23,Alexandria Depot
ORD-00247,2023-03-18,PROD-090,1,2322.0,2023-03-19,Dubai Hub
ORD-00248,2023-09-20,PROD-005,5,4543.25,2023-09-25,Cairo Main
ORD-00249,2024-08-13,PROD-165,6,1548.0,2024-08-22,Cairo Main
ORD-00250,2024-02-29,PROD-086,8,25480.0,2024-03-08,Alexandria Depot
ORD-00251,2024-09-13,PROD-179,1,1544.7,2024-09-22,Alexandria Depot
ORD-00252,2023-07-25,PROD-093,2,1010.0,2023-07-28,Dubai Hub
ORD-00253,2023-04-04,PROD-147,9,2160.0,2023-04-06,Cairo Main
ORD-00254,2024-12-02,PROD-004,9,3015.0,2024-12-03,Dubai Hub
ORD-00255,2023-07-05,PROD-200,6,19807.5,2023-07-13,Alexandria Depot
ORD-00256,2023-04-28,PROD-027,6,2376.9,2023-05-06,Dubai Hub
ORD-00257,2023-02-16,PROD-055,5,8410.5,2023-02-24,Cairo Main
ORD-00258,2023-05-07,PROD-093,6,3030.0,2023-05-10,Dubai Hub
ORD-00259,2023-03-19,PROD-097,3,8109.0,2023-03-20,Dubai Hub
ORD-00260,2024-05-30,PROD-007,3,4919.1,2024-06-08,Dubai Hub
ORD-00261,2023-11-25,PROD-189,8,27664.0,2023-12-02,Dubai Hub
ORD-00262,2023-12-19,PROD-068,1,935.0,2023-12-25,Dubai Hub
ORD-00263,2024-07-23,PROD-026,4,4974.2,2024-07-30,Alexandria Depot
ORD-00264,2023-07-07,PROD-059,2,5494.8,2023-07-13,Cairo Main
ORD-00265,2024-12-12,PROD-077,7,15573.6,2024-12-16,Alexandria Depot
ORD-00266,2024-08-13,PROD-039,5,6160.75,2024-08-15,Alexandria Depot
ORD-00267,2023-08-18,PROD-034,5,11095.0,2023-08-19,Dubai Hub
ORD-00268,2023-11-17,PROD-025,4,1716.0,2023-11-26,Cairo Main
ORD-00269,2024-04-30,PROD-123,6,11274.0,2024-05-02,Cairo Main
ORD-00270,2024-01-07,PROD-085,6,12732.0,2024-01-13,Alexandria Depot
ORD-00271,2024-10-28,PROD-164,6,17875.2,2024-11-05,Alexandria Depot
ORD-00272,2023-03-19,PROD-194,8,16659.2,2023-03-26,Cairo Main
ORD-00273,2024-03-31,PROD-096,2,2760.0,2024-04-09,Dubai Hub
ORD-00274,2024-06-02,PROD-193,4,8667.8,2024-06-11,Alexandria Depot
ORD-00275,2024-08-22,PROD-097,2,4865.4,2024-08-26,Alexandria Depot
ORD-00276,2023-07-12,PROD-134,9,22797.0,2023-07-21,Cairo Main
ORD-00277,2024-08-08,PROD-141,6,13836.0,2024-08-10,Dubai Hub
ORD-00278,2024-02-23,PROD-145,1,206.0,2024-02-24,Dubai Hub
ORD-00279,2024-02-22,PROD-080,7,13783.0,2024-02-28,Dubai Hub
ORD-00280,2024-02-10,PROD-038,6,17282.4,2024-02-14,Dubai Hub
ORD-00281,2024-02-25,PROD-086,9,25798.5,2024-02-29,Dubai Hub
ORD-00282,2023-11-12,PROD-171,5,11320.0,2023-11-13,Cairo Main
ORD-00283,2023-01-12,PROD-041,8,11560.0,2023-01-18,Alexandria Depot
ORD-00284,2024-01-14,PROD-199,7,24381.0,2024-01-17,Alexandria Depot
ORD-00285,2023-10-19,PROD-002,8,8284.0,2023-10-26,Dubai Hub
ORD-00286,2023-03-22,PROD-129,6,7569.6,2023-03-23,Cairo Main
ORD-00287,2023-02-07,PROD-019,5,15975.0,2023-02-15,Alexandria Depot
ORD-00288,2024-10-06,PROD-144,3,1225.5,2024-10-15,Cairo Main
ORD-00289,2023-07-19,PROD-034,2,4438.0,2023-07-23,Dubai Hub
ORD-00290,2023-09-29,PROD-200,5,17375.0,2023-10-04,Dubai Hub
ORD-00291,2024-07-25,PROD-011,3,2613.0,2024-08-02,Alexandria Depot
ORD-00292,2024-08-30,PROD-068,2,1870.0,2024-09-04,Dubai Hub
ORD-00293,2024-05-29,PROD-179,4,6178.8,2024-06-02,Dubai Hub
ORD-00294,2024-12-13,PROD-177,9,19966.5,2024-12-18,Cairo Main
ORD-00295,2023-05-02,PROD-151,8,6280.0,2023-05-04,Alexandria Depot
ORD-00296,2023-08-16,PROD-130,8,21103.2,2023-08-18,Dubai Hub
ORD-00297,2024-06-28,PROD-160,7,5292.0,2024-06-29,Cairo Main
ORD-00298,2023-11-22,PROD-182,7,19690.65,2023-11-26,Alexandria Depot
ORD-00299,2024-08-30,PROD-148,5,765.0,2024-09-07,Dubai Hub
ORD-00300,2023-10-01,PROD-077,8,18787.2,2023-10-03,Alexandria Depot
ORD-00301,2023-09-17,PROD-195,4,1940.0,2023-09-24,Dubai Hub
ORD-00302,2023-06-21,PROD-146,8,20176.0,2023-06-29,Dubai Hub
ORD-00303,2023-08-26,PROD-198,9,12393.0,2023-08-27,Dubai Hub
ORD-00304,2023-12-14,PROD-014,8,17328.0,2023-12-17,Cairo Main
ORD-00305,2024-11-05,PROD-068,9,8415.0,2024-11-11,Cairo Main
ORD-00306,2024-01-06,PROD-127,1,2851.9,2024-01-13,Cairo Main
ORD-00307,2024-09-01,PROD-090,2,4411.8,2024-09-06,Dubai Hub
ORD-00308,2024-06-29,PROD-076,5,10585.0,2024-07-06,Dubai Hub
ORD-00309,2023-04-23,PROD-189,9,31122.0,2023-04-29,Alexandria Depot
ORD-00310,2023-06-14,PROD-166,2,4966.0,2023-06-21,Cairo Main
ORD-00311,2024-04-25,PROD-116,1,2474.0,2024-04-29,Dubai Hub
ORD-00312,2024-02-04,PROD-058,5,16250.0,2024-02-06,Alexandria Depot
ORD-00313,2023-07-07,PROD-169,7,8057.7,2023-07-15,Cairo Main
ORD-00314,2023-04-18,PROD-134,4,9625.4,2023-04-19,Dubai Hub
ORD-00315,2023-07-28,PROD-132,2,3836.0,2023-08-01,Cairo Main
ORD-00316,2024-09-18,PROD-072,4,11384.0,2024-09-22,Alexandria Depot
ORD-00317,2023-02-03,PROD-172,8,4176.0,2023-02-04,Dubai Hub
ORD-00318,2023-02-27,PROD-095,1,657.0,2023-03-07,Alexandria Depot
ORD-00319,2024-08-23,PROD-004,1,284.75,2024-08-29,Alexandria Depot
ORD-00320,2023-10-31,PROD-028,9,4887.0,2023-11-02,Dubai Hub
ORD-00321,2023-03-13,PROD-135,2,2896.0,2023-03-17,Alexandria Depot
ORD-00322,2024-08-02,PROD-137,6,9519.0,2024-08-09,Dubai Hub
ORD-00323,2024-10-07,PROD-195,8,3880.0,2024-10-16,Alexandria Depot
ORD-00324,2024-08-22,PROD-053,7,20613.6,2024-08-29,Alexandria Depot
ORD-00325,2024-12-24,PROD-148,4,612.0,2024-12-26,Alexandria Depot
ORD-00326,2023-09-16,PROD-019,5,14377.5,2023-09-17,Alexandria Depot
ORD-00327,2023-01-23,PROD-144,1,387.0,2023-01-30,Dubai Hub
ORD-00328,2024-11-27,PROD-131,6,1338.0,2024-12-06,Dubai Hub
ORD-00329,2023-03-24,PROD-006,3,1216.95,2023-03-26,Dubai Hub
ORD-00330,2024-10-02,PROD-102,2,2998.0,2024-10-05,Alexandria Depot
ORD-00331,2023-01-01,PROD-114,7,19936.0,2023-01-05,Alexandria Depot
